Time,TEC
2.525,-0.12288245294177269
2.533333,-0.06437269332324291
2.541667,-0.06650229539381325
2.55,-0.05926286158822425
2.558333,-0.05264599434121475
2.566667,-0.05664329608752716
2.575,-0.04124636926190117
2.583333,-0.03644681629907787
2.591667,-0.0322362396337974
2.6,-0.03860624170080129
2.608333,-0.025548424934829228
2.616667,-0.03305439177062297
2.625,-0.011115744642921754
2.633333,-0.009724085986468012
2.641667,-0.018871018235999237
2.65,-0.028548143826259142
2.658333,-0.01874706519198721
2.666667,0.02054061523207551
2.675,0.019323295011190567
2.683333,-0.0023906282893859654
2.691667,0.005407242895606679
2.7,0.002725306131429406
2.708333,0.009571958983338291
2.716667,0.00595559901659648
2.725,0.02188462379646161
2.733333,0.0273674308881926
2.741667,0.0324124178570484
2.75,0.04702798226828975
2.758333,0.061222521687175124
2.766667,0.04500443367896523
2.775,0.04838211580891727
2.783333,0.07136396564229308
2.791667,0.07395838074435002
2.8,0.07617375868034859
2.808333,0.10801849701554822
2.816667,0.09950099331520779
2.825,0.11062964514458606
2.833333,0.10141285006894307
2.841667,0.10185900565353911
2.85,0.12197650946363225
2.858333,0.1217737590644834
2.866667,0.11125915202134973
2.875,0.11044108589949175
2.883333,0.09932795826416996
2.891667,0.0979281666806413
2.9,0.07625010871416826
2.908333,0.07430218193000648
2.916667,0.07209278389341822
2.925,0.06963031216966264
2.933333,0.06692316432399625
2.941667,0.06397973792168266
2.95,0.06080843052797924
2.958333,0.027417639708144925
2.966667,0.023815763027439374
2.975,0.010011198051121717
2.983333,0.026012342344452044
2.991667,0.0018275934726892373
3.0,-0.012534650998906827
3.008333,-0.02706599350507677
3.016667,-0.031758036480562524
3.025,-0.03660238236010205
3.033333,-0.051590633578439515
3.041667,-0.056714392570311745
3.05,-0.06196526177046291
3.058333,-0.05733484361363139
3.066667,-0.07281474053455828
3.075,-0.07839655496798414
3.083333,-0.08407188934864962
3.091667,-0.08983234611129642
3.1,-0.08566952769066383
3.108333,-0.08157503652149245
3.116667,-0.07754047503852401
3.125,-0.08355744567649737
3.133333,-0.09961755087015511
3.141667,-0.08571239305423628
3.15,-0.08183357466348262
3.158333,-0.0779726981326343
3.166667,-0.09412136589643261
3.175,-0.10027118038961635
3.183333,-0.07641374404692769
3.191667,-0.09254065930310684
3.2,-0.07864352859289525
3.208333,-0.07471395435103201
3.216667,-0.08074353901225706
3.225,-0.086723885011315
3.233333,-0.07264659478294178
3.241667,-0.05850327076188133
3.25,-0.07428551538287298
3.258333,-0.07998493107682414
3.266667,-0.05538964112861411
3.275,-0.0611271389304795
3.283333,-0.05676226547421237
3.291667,-0.04235429544970959
3.3,-0.037633205726047336
3.308333,-0.03258573998279335
3.316667,-0.037697755890361506
3.325,-0.022525383144254896
3.333333,-0.007220663623628276
3.341667,-0.011509597301424535
3.35,-0.0054669065389010285
3.358333,-0.009162633404571352
3.366667,-0.01266698228926355
3.375,0.01427914023703103
3.383333,0.021852394934247066
3.391667,0.03989519391163299
3.4,0.037838002357819533
3.408333,0.04561470099297882
3.416667,0.03374491052401751
3.425,0.04250095364765816
3.433333,0.05180648477973904
3.441667,0.05125080147054373
3.45,0.041188226227412805
3.458333,0.06170668362459075
3.466667,0.0526373314258155
3.475,0.06414546783066122
3.483333,0.056226791298422896
3.491667,0.06870740054810298
3.5,0.07158277760927056
3.508333,0.05519212196250223
3.516667,0.04944842885985956
3.525,0.034085570905403983
3.533333,0.049263516716825606
3.541667,0.03489504511647468
3.55,0.040636114008773205
3.558333,0.02690770625519079
3.566667,0.023622113711208925
3.575,0.04094344421293172
3.583333,0.048783881400982665
3.591667,0.077128356356015
3.6,0.07596174605127004
3.608333,0.09553037456318947
3.616667,0.09565441584716794
3.625,0.10624599943639446
3.633333,0.11738674638948154
3.641667,0.1289935206397601
3.65,0.15107029908337388
3.658333,0.1337761846191139
3.666667,0.13693124298751336
3.675,0.13044744139947007
3.683333,0.11432380592123437
3.691667,0.1288063900921177
3.7,0.1441413015588413
3.708333,0.14031336318721088
3.716667,0.14696852300704144
3.725,0.16400944175121523
3.733333,0.17176019587352975
3.741667,0.17996358570404603
3.75,0.1985367457132483
3.758333,0.20739675626420606
3.766667,0.20646058950511126
3.775,0.2162312822154906
3.783333,0.2264418953879499
3.791667,0.21699982415552732
3.8,0.22797716666909018
3.808333,0.23936364251689035
3.816667,0.23107138123211612
3.825,0.20317721536578937
3.833333,0.18558843183609675
3.841667,0.1682122634537766
3.85,0.1607086991268094
3.858333,0.15349796421264017
3.866667,0.16665156168041761
3.875,0.2100810258815926
3.883333,0.2036930485526085
3.891667,0.16763656039537445
3.9,0.1614790536657651
3.908333,0.13580981238721357
3.916667,0.13036571212614945
3.925,0.10496116439663261
3.933333,0.09975429816372738
3.941667,0.08498077834012463
3.95,0.12035816413963119
3.958333,0.12612217458236508
3.966667,0.11200478851232987
3.975,0.09782509773629755
3.983333,0.07364916742666594
3.991667,0.03979966724405415
4.0,0.006013148110318056
4.008333,-0.00797868166770499
4.016667,-0.031688557626418756
4.025,-0.055142532493514196
4.033333,-0.048376127796990076
4.041667,-0.05150713541260998
4.05,-0.09480847321882102
4.058333,-0.09845163471597296
4.066667,-0.12235640563863726
4.075,-0.12653947812906097
4.083333,-0.12109050819926459
4.091667,-0.14584265558790221
4.1,-0.15080352238893546
4.108333,-0.14572889471568473
4.116667,-0.13097988555800022
4.125,-0.13657389045472001
4.133333,-0.19244130019676042
4.141667,-0.2284302352272558
4.15,-0.2445583616222109
4.158333,-0.2506737998247601
4.166667,-0.23712841045416155
4.175,-0.28360555682828625
4.183333,-0.279885238135515
4.191667,-0.2764933785983992
4.2,-0.27368966682867857
4.208333,-0.2610606138439735
4.216667,-0.24878848052326497
4.225,-0.24688124771251196
4.233333,-0.24542932892776115
4.241667,-0.23435848877462817
4.25,-0.21333783326310574
4.258333,-0.20254494297944348
4.266667,-0.19165349601148662
4.275,-0.1911070380191351
4.283333,-0.2006661436233088
4.291667,-0.20051269495096413
4.3,-0.19073656444383502
4.308333,-0.18166518321640623
4.316667,-0.17320951749210067
4.325,-0.14529027283182572
4.333333,-0.13759070433857445
4.341667,-0.1101378386737899
4.35,-0.0930361843391001
4.358333,-0.09605589297058081
4.366667,-0.07980026241610716
4.375,-0.09393785761136364
4.383333,-0.0887329933533696
4.391667,-0.06419337995095376
4.4,-0.0598181990292197
4.408333,-0.06578459831499472
4.416667,-0.07218245025000414
4.425,-0.049004829083164836
4.433333,-0.026336710533776397
4.441667,0.02564497410107336
4.45,0.02735898927821978
4.458333,0.048875593495900205
4.466667,0.06983900334617132
4.475,0.07040686082720882
4.483333,0.06048499195657975
4.491667,0.04964976260871801
4.5,0.028242671829991295
4.508333,0.0565956416515796
4.516667,0.06444500656562724
4.525,0.0617838678747713
4.533333,0.07886209369214114
4.541667,0.075421131662047
4.55,0.0715367862943257
4.558333,0.07728975882129774
4.566667,0.07294003544554961
4.575,0.06840883574856171
4.583333,0.023452892723698326
4.591667,0.02816813884488134
4.6,0.03239395620526686
4.608333,0.0160521595680585
4.616667,0.01888065254086868
4.625,0.031217768885387187
4.633333,-0.006578949498951658
4.641667,0.005252505855670719
4.65,-0.0033514142276391823
4.658333,-0.0023670377481224136
4.666667,-0.021688260034958162
4.675,0.01870396472732594
4.683333,0.01898875918673859
4.691667,0.03849294574917117
4.7,0.027725161313194135
4.708333,0.016777469671456657
4.716667,0.01582926400913287
4.725,0.02497304097831865
4.733333,0.014224031820653238
4.741667,0.003684959492558093
4.75,0.02311504592919711
4.758333,0.05253044219850622
4.766667,0.0920346828683769
4.775,0.11138290476296042
4.783333,0.10074703424206
4.791667,0.06064309386846212
4.8,0.05065275204479036
4.808333,0.04086658460936121
4.816667,0.0009588107243274635
4.825,-0.00914431803781035
4.833333,-0.029172616223847925
4.841667,-0.01927715177917655
4.85,-0.0195312943792878
4.858333,-0.039930769537200206
4.866667,-0.04038408158825746
4.875,-0.040606138482203846
4.883333,-0.03064109188216868
4.891667,-0.020629621106929008
4.9,-0.030634707205361877
4.908333,-0.0007288541340706445
4.916667,0.049616026626694065
4.925,0.030080620077002962
4.933333,0.010670445174755017
4.941667,0.01130875053005198
4.95,0.011918838860447423
4.958333,-0.0074112299912414414
4.966667,-0.016428584949496283
4.975,-0.02530160833741668
4.983333,-0.013946650067760302
4.991667,-0.012541398941630533
5.0,0.0190756016129896
5.008333,0.03089642485755384
5.016667,0.04316523057131327
5.025,0.055956957545232555
5.033333,0.03917737768944285
5.041667,-0.007354579511563486
5.05,-0.023567843948089973
5.058333,-0.03956062060612808
5.066667,0.004564313450453383
5.075,0.019121024800851316
5.083333,0.04366339768222183
5.091667,0.07817647139008521
5.1,0.05298927320811053
5.108333,0.06775297253313184
5.116667,0.05271943945321311
5.125,0.04771934476522688
5.133333,0.06273870169842333
5.141667,0.07768130724175037
5.15,0.07271735631720055
5.158333,0.05768295751839858
5.166667,0.06240953914623404
5.175,0.04697087668192523
5.183333,0.06100975287061239
5.191667,0.09510368336963104
5.2,0.0987403249214509
5.208333,0.11216778714771003
5.216667,0.11546468814465172
5.225,0.0785545741132605
5.233333,0.0716177580650097
5.241667,0.09466516970082317
5.25,0.09744161132568863
5.258333,0.09985664236984348
5.266667,0.11208605787433967
5.275,0.11396182721438386
5.283333,0.1255725783607975
5.291667,0.12701172779200576
5.3,0.13828079051606146
5.308333,0.14946371421106974
5.316667,0.130397419082108
5.325,0.13160658488081722
5.333333,0.11251177513608468
5.341667,0.10320210478562153
5.35,0.09393623439998677
5.358333,0.07446434997347318
5.366667,0.06478377318828343
5.375,0.0552404940074851
5.383333,0.015502536292457236
5.391667,-0.004263016212027182
5.4,-0.03422327430445016
5.408333,-0.04411909044738671
5.416667,-0.04446608139789987
5.425,-0.07510184370394413
5.433333,-0.07611116370879145
5.441667,-0.08723984470489832
5.45,-0.07848077156516808
5.458333,-0.06983156356266029
5.466667,-0.0713817414408151
5.475,-0.06296411324000495
5.483333,-0.06457613591100753
5.491667,-0.07647665940037385
5.5,-0.07892937626970387
5.508333,-0.08194627131480026
5.516667,-0.07528762156569968
5.525,-0.04870418114472663
5.533333,-0.0320969875618502
5.541667,-0.025536461637610586
5.55,-0.03893773586757732
5.558333,-0.05228858197250119
5.566667,-0.06565898791348168
5.575,-0.07879410769378481
5.583333,-0.09179228156799546
5.591667,-0.09467404330590945
5.6,-0.10728058759958436
5.608333,-0.13995663288748617
5.616667,-0.16270769812750352
5.625,-0.1854616040076138
5.633333,-0.20848510015920674
5.641667,-0.22169147942521938
5.65,-0.23550261743972456
5.658333,-0.239933501960925
5.666667,-0.24448112326300198
5.675,-0.2591318462735206
5.683333,-0.27412864040825724
5.691667,-0.2794626049949276
5.7,-0.2650329378908687
5.708333,-0.2707388369534449
5.716667,-0.2567361586356238
5.725,-0.25326319206046577
5.733333,-0.24013697295240455
5.741667,-0.22760569209424375
5.75,-0.19566109810285326
5.758333,-0.16420325455447227
5.766667,-0.1332196085252555
5.775,-0.11251870087308724
5.783333,-0.08180764807774388
5.791667,-0.06121977084748309
5.8,-0.03072847538031276
5.808333,0.019169775597021044
5.816667,0.0387339131922424
5.825,0.04772359219992772
5.833333,0.07623239142080962
5.841667,0.08478461185450392
5.85,0.09306161484395936
5.858333,0.1014179393262431
5.866667,0.12970427584742694
5.875,0.1278487967937867
5.883333,0.13593948084699825
5.891667,0.12431612266935765
5.9,0.12290194381726849
5.908333,0.13162021995456286
5.916667,0.13048139381528578
5.925,0.14932636250063247
5.933333,0.12798154937419248
5.941667,0.136617041143122
5.95,0.13515568061180971
5.958333,0.11352493676993092
5.966667,0.11242220028666594
5.975,0.10160539451883288
5.983333,0.11065337428267874
5.991667,0.08982296049612692
6.0,0.07903661721156041
6.008333,0.06829907882912067
6.016667,0.047697350096745694
6.025,0.03706645745943682
6.033333,0.03682749199352564
6.041667,0.03655392482592745
6.05,0.016332490167444647
6.058333,0.01634176959176692
6.066667,-0.003573958085519635
6.075,-0.013231430997969085
6.083333,-0.012616932911997836
6.091667,-0.02172153610161054
6.1,-0.02020201008267719
6.108333,-0.02839309047277183
6.116667,-0.026203254553532673
6.125,-0.023448969921377127
6.133333,-0.030363223171189446
6.141667,-0.02651039538158706
6.15,-0.022307113765918984
6.158333,-0.03774853570916825
6.166667,-0.042490727330616096
6.175,-0.046867720851233585
6.183333,-0.05087445722628914
6.191667,-0.04467542304390193
6.2,-0.038352834544420844
6.208333,-0.03156760046212881
6.216667,-0.02457637939268409
6.225,-0.017127301248006432
6.233333,-0.029385123153382153
6.241667,-0.031587457888985426
6.25,-0.02322115058581531
6.258333,-0.014300729088915887
6.266667,-0.025514007052290566
6.275,-0.01652706046984065
6.283333,0.002572456621368957
6.291667,-0.007954603857200482
6.3,0.0019006858204697608
6.308333,0.03214725338037283
6.316667,0.08287640511115413
6.325,0.12425709146392805
6.333333,0.16603216687617106
6.341667,0.1880412298707519
6.35,0.21064198466942585
6.358333,0.2536836068101955
6.366667,0.26702006033869097
6.375,0.27067953522610466
6.383333,0.26509721753432913
6.391667,0.2802678317889473
6.4,0.28568720495437816
6.408333,0.29145159414915156
6.416667,0.2878219054021507
6.425,0.28480238614667996
6.433333,0.27247492797850015
6.441667,0.280572862427352
6.45,0.26925572525150443
6.458333,0.24834401505091463
6.466667,0.23791010051361283
6.475,0.22802156182005007
6.483333,0.19873645624293346
6.491667,0.17968669093391654
6.5,0.1607607775328752
6.508333,0.13185185386494425
6.516667,0.10327431115389629
6.525,0.08458197952947089
6.533333,0.06634090387376546
6.541667,0.04809517497905702
6.55,0.0298101911436639
6.558333,-0.00837926602353889
6.566667,-0.026411270568555523
6.575,-0.04464536636574579
6.583333,-0.06259837406251734
6.591667,-0.07046518862281559
6.6,-0.08843112799543462
6.608333,-0.09643448265610388
6.616667,-0.09408408293746007
6.625,-0.07174431532885706
6.633333,-0.06926135240595954
6.641667,-0.056897939850330204
6.65,-0.06450019613015456
6.658333,-0.06225327687196014
6.666667,-0.060255224739446334
6.675,-0.06801317514997152
6.683333,-0.07596415381810928
6.691667,-0.10420136079254405
6.7,-0.09255181461860573
6.708333,-0.08093448941941617
6.716667,-0.0894426393510912
6.725,-0.08833427569504337
6.733333,-0.09760128233673271
6.741667,-0.09730850703134308
6.75,-0.09677960690012455
6.758333,-0.10652484206453039
6.766667,-0.07661395700223039
6.775,-0.08687451133284085
6.783333,-0.08756037711934894
6.791667,-0.09832505037809725
6.8,-0.10900593828101535
6.808333,-0.1197794310508975
6.816667,-0.12039566057461926
6.825,-0.12120518889307164
6.833333,-0.09237472099906441
