Time,TEC
2.483333,0.12495360883640583
2.491667,0.12119568956775062
2.5,0.11671817071050761
2.508333,0.1015273791357254
2.516667,0.0956296417144511
2.525,0.06903128531772929
2.533333,0.05173863681660862
2.541667,0.05375802308213462
2.55,0.05509577098535434
2.558333,0.04575820739731373
2.566667,0.025751659189060305
2.575,0.005082453231640471
2.583333,-0.006243083603899358
2.591667,-0.008218624446513445
2.6,-0.0008378424251525018
2.608333,-0.004094410668773918
2.616667,-0.017982002306326628
2.625,-0.022494290466767097
2.633333,-0.05762494827904785
2.641667,-0.053367648872121976
2.65,-0.07971606537494313
2.658333,-0.046663870916464845
2.666667,-0.06420473862563991
2.675,-0.0723323416314221
2.683333,-0.07104035306276568
2.691667,-0.07032244604862203
2.7,-0.10017229371794567
2.708333,-0.09058356919968968
2.716667,-0.07154994562280859
2.725,-0.07306509611625422
2.733333,-0.06512269380898061
2.741667,-0.04771641182994113
2.75,-0.07083992330808986
2.758333,-0.05448690137237833
2.766667,-0.0586510191517613
2.775,-0.06332594977519168
2.783333,-0.03850536637162438
2.791667,-0.02418294207000926
2.8,-0.030352349999303918
2.808333,-0.027007263288458816
2.816667,-0.03414135506642779
2.825,-0.05174829846216422
2.833333,-0.059821766604622795
2.841667,-0.04835543262275532
2.85,-0.04734296964551632
2.858333,-0.06677805080185895
2.866667,-0.06665434922073565
2.875,-0.06696553803110117
2.883333,-0.0577052903619073
2.891667,-0.07886727934210835
2.9,-0.08044517810065877
2.908333,-0.08243265976650971
2.916667,-0.06482339746861587
2.925,-0.057611064335929996
2.933333,-0.05078933349740655
2.941667,-0.05435187808199782
2.95,-0.04829237121865759
2.958333,-0.022604486036339466
2.966667,-0.027281895663995748
2.975,-0.022318273230581553
2.983333,0.0022927081349513045
2.991667,0.016557375303648314
3.0,-0.009517944853443261
3.008333,-0.0059269254652773995
3.016667,0.007336760339194726
3.025,0.010279439431016613
3.033333,0.022907438681236236
3.041667,0.025227084960900648
3.05,0.02724470514105537
3.058333,0.048966626092749266
3.066667,0.03039917468702491
3.075,0.061548677794933226
3.083333,0.06242146228751899
3.091667,0.07302385503582887
3.1,0.06336218291091011
3.108333,0.0834427727838083
3.116667,0.11327195152556957
3.125,0.13285604600724188
3.133333,0.13220138309987206
3.141667,0.17131428967450546
3.15,0.19020109260218998
3.158333,0.18886811875397136
3.166667,0.177321695000896
3.175,0.20556814821401215
3.183333,0.21361380526436413
3.191667,0.1814649930230008
3.2,0.19912803836096682
3.208333,0.20660926814843528
3.216667,0.19303165614546725
3.225,0.17954857870561192
3.233333,0.16565974611173395
3.241667,0.1415655586493454
3.25,0.10737349437972465
3.258333,0.10335784125651681
3.266667,0.0693670170322438
3.275,0.06516152780215911
3.283333,0.030840062141337832
3.291667,0.05658476955501701
3.3,0.05232820053375509
3.308333,-0.011570608406889171
3.316667,0.014640283278086308
3.325,-0.019198712369162152
3.333333,-0.042830550463467176
3.341667,-0.0768454757948227
3.35,-0.09079018600770539
3.358333,-0.09506857758771492
3.366667,-0.09921738302936234
3.375,-0.10321896737623959
3.383333,-0.13697707735678843
3.391667,-0.14108111800116419
3.4,-0.15517499195321438
3.408333,-0.1089857828670171
3.416667,-0.12284783831915824
3.425,-0.13683087517062287
3.433333,-0.1306518439735438
3.441667,-0.12429700065873206
3.45,-0.11819339109107307
3.458333,-0.13232231661837357
3.466667,-0.09641041302280229
3.475,-0.09054192501037495
3.483333,-0.08453162395647862
3.491667,-0.06878701731398085
3.5,-0.06278486193042099
3.508333,-0.05660439194483846
3.516667,-0.04066769863912878
3.525,-0.014799294602681812
3.533333,-0.028568970875272548
3.541667,-0.042482111716993565
3.55,-0.04609859900163027
3.558333,-0.029575893295461952
3.566667,-0.04289501602636481
3.575,0.004031664542990754
3.583333,0.031032215985278278
3.591667,0.058042491846380884
3.6,0.08516977424361105
3.608333,0.11225677056266203
3.616667,0.13923426779845194
3.625,0.15663063163839297
3.633333,0.17420026592298665
3.641667,0.13170247309173355
3.65,0.08906787218759238
3.658333,0.04689320214322201
3.666667,-0.03517024451103623
3.675,-0.07669710142996067
3.683333,-0.09811920110945138
3.691667,-0.09944216994036559
3.7,-0.09050020574213047
3.708333,-0.09146062226300522
3.716667,-0.1228288597470879
3.725,-0.11417003457108876
3.733333,-0.0847162031668729
3.741667,-0.044987613543506555
3.75,-0.025078195637028067
3.758333,0.014839726237313222
3.766667,0.06493668490713311
3.775,0.10545670898024717
3.783333,0.1560511469709791
3.791667,0.18646438158588197
3.8,0.21729799437262365
3.808333,0.22794844434392836
3.816667,0.21858609637544646
3.825,0.18921461741842727
3.833333,0.14000904701156358
3.841667,0.08104643591833494
3.85,0.04204622597837293
3.858333,0.03282573583855708
3.866667,0.03355972511762495
3.875,-0.006179803777115467
3.883333,-0.016056907725388925
3.891667,0.004180895462900125
3.9,-0.005213912022162148
3.908333,0.005065705607195881
3.916667,-0.0047278814269162694
3.925,0.0060054528394815065
3.933333,0.016660823803386293
3.941667,0.017397567494690236
3.95,0.0482966255640811
3.958333,0.019360601267027988
3.966667,0.0007587397994086587
3.975,0.0023223837972228267
3.983333,0.014069112232890646
3.991667,0.01567359095197496
4.0,0.007829427982583681
4.008333,0.009858634829422286
4.016667,0.022121759575748356
4.025,0.014445358226534921
4.033333,0.0465677392255639
4.041667,0.05920199302897444
4.05,0.061508275832091286
4.058333,0.104346557683483
4.066667,0.06771960979057745
4.075,0.07138054836214636
4.083333,0.03534222172356216
4.091667,0.019352959452570317
4.1,0.043587241247978525
4.108333,0.0481264566323798
4.116667,0.04314514128856395
4.125,0.028475029740468116
4.133333,0.05419779143062442
4.141667,0.04961617937167162
4.15,0.03540448711565958
4.158333,0.021644272137141485
4.166667,0.04798609917460617
4.175,0.03434015311518124
4.183333,0.0008712844116285368
4.191667,0.007744343516721486
4.2,0.014433456030545244
4.208333,0.0010984618388842904
4.216667,-0.022179305519653525
4.225,-0.0054116586666506095
4.233333,0.001472826770511304
4.241667,-0.01137113185732197
4.25,-0.014219865919377739
4.258333,0.012655135830119235
4.266667,-0.010238810901114448
4.275,0.007179459473556804
4.283333,-0.005434981596295074
4.291667,-0.008089048133266274
4.3,0.01963165334610828
4.308333,0.0173529146653717
4.316667,-0.015216179373734207
4.325,-0.018009047013590518
4.333333,-0.04088082408534888
4.341667,-0.06402961553099473
4.35,-0.057643841062493095
4.358333,-0.06156427661792385
4.366667,-0.09572000168055794
4.375,-0.11959919383160411
4.383333,-0.0831895086015777
4.391667,-0.0865616145792707
4.4,-0.049261705553250934
4.408333,-0.05135972232045738
4.416667,-0.033032943779117474
4.425,-0.024551403099753344
4.433333,-0.026268258479115403
4.441667,-0.0678507858762778
4.45,-0.06913267925477307
4.458333,-0.020461806324430398
4.466667,-0.0020291900526849815
4.475,0.016052484988252402
4.483333,0.0038468054126088447
4.491667,0.021245817295213243
4.5,0.05813165754490157
4.508333,0.054557779673970686
4.516667,0.040406040671324917
4.525,0.05581780570652484
4.533333,0.050684505030519134
4.541667,0.03541191059252924
4.55,0.02990130582549
4.558333,0.0243284580599461
4.566667,0.058879155760402924
4.575,0.07382771487249684
4.583333,0.05884630995430307
4.591667,0.043852375819467326
4.6,0.018748875420579125
4.608333,0.013958291927458788
4.616667,0.01921761816015355
4.625,0.043999552127038655
4.633333,0.02872235020678815
4.641667,0.023201847470570414
4.65,0.04751366709015947
4.658333,0.051395529677456864
4.666667,0.06492322635620873
4.675,0.06817260423413352
4.683333,0.0707884616988963
4.691667,0.09336599812347934
4.7,0.08582455177713477
4.708333,0.06799059468885638
4.716667,0.03985239821304987
4.725,0.06123175971566219
4.733333,0.032469828827894176
4.741667,0.013388626851655872
4.75,0.03381028705683775
4.758333,-0.006011896598636213
4.766667,-0.026598592003754362
4.775,-0.057701403799581996
4.783333,-0.04907193662719678
4.791667,-0.031240655573581577
4.8,-0.05343981301455436
4.808333,-0.05600862713371768
4.816667,-0.07860026592502223
4.825,-0.08137711654574709
4.833333,-0.07477081554783283
4.841667,-0.07861530882275503
4.85,-0.07265629470079915
4.858333,-0.06689402510990483
4.866667,-0.08167639575190222
4.875,-0.07675355568416364
4.883333,-0.06212046634771795
4.891667,-0.0676004366762033
4.9,-0.08371223110299653
4.908333,-0.07994576271295806
4.916667,-0.07604054360562706
4.925,-0.08242647482929932
4.933333,-0.0991952189684735
4.941667,-0.10600716595163995
4.95,-0.10277714733696541
4.958333,-0.09985566208175456
4.966667,-0.07708838472307988
4.975,-0.07448239723550287
4.983333,-0.09220618903105482
4.991667,-0.0905211717459995
5.0,-0.07891462721773301
5.008333,-0.0978142171350207
5.016667,-0.09696160898095663
5.025,-0.07635302383630815
5.033333,-0.036253932176526504
5.041667,-0.046415294826811504
5.05,-0.046656445857619744
5.058333,-0.027222645524517475
5.066667,-0.027849431063854624
5.075,-0.048443488363469456
5.083333,-0.05943046368852656
5.091667,-0.06072143766997584
5.1,-0.062046041233355
5.108333,-0.06330505395572139
5.116667,-0.07518768912206575
5.125,-0.07727101569067152
5.133333,-0.0499060084827363
5.141667,-0.02284099707599907
5.15,-0.006162213608075007
5.158333,-0.019622606335756743
5.166667,-0.0033962070859470117
5.175,0.002960461306892981
5.183333,0.009033901103107311
5.191667,0.014474481097231262
5.2,0.01935877618882742
